Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
23170.477,0.296418,0.10964775,-0.58172137,1.1589496,-0.4336275,-0.9035345,1.0338094,0.3991032,-0.6884521,1.095154,0.5605283,-1.1970544,-0.25832036,0.52232754,0.13393475,0.21510424,-0.30549088,-0.94024986,2.701968,-1.1807901,0.2755729,0.16602105,-0.3132478,2.611076,0.52974284,-1.0968717,0.9118707,-1.037399,22.653738,0
23249.545,2.0350733,2.44513,-0.3654696,2.8574383,-2.0850284,-0.07577147,-1.7040997,-0.5416003,0.35835266,-0.7307125,-0.63284343,1.9893596,-0.12607554,1.9646355,0.67022145,0.5553949,0.9425551,0.4675498,-0.4656733,-0.010802389,0.7900827,1.1241245,0.47654632,1.6460053,2.0303636,-0.2944149,-0.9684689,0.012762479,25.473711,0
23742.99,-0.08709417,-1.3773156,-1.3759136,0.36645114,0.38903758,-0.45117536,0.9268559,0.57209575,1.7810384,0.031178448,-0.17293312,-0.09638181,-0.6576861,0.9010788,0.7531123,-0.3156537,1.3577776,0.45202163,-0.41572872,1.0036625,-0.3261502,1.2978464,-0.64965755,-2.9743996,0.8205716,-0.5864207,2.036296,0.48047176,288.9243,0
24148.111,-0.30708322,1.4720145,-0.6283711,0.5831081,-0.38003805,-1.1383268,-0.25272232,0.3757303,1.6235871,-0.017848639,0.16414736,0.6445141,0.06446893,-1.8057501,0.16271873,0.11581268,-1.0350022,-0.4631682,0.58857,0.019967917,-0.92473423,1.7746854,-1.3168186,0.06334315,1.1225982,-0.63798076,-0.43285662,0.09775888,21.683867,0
24150.863,-0.7535276,0.14984241,-0.72861046,-0.49285978,-2.0992064,-0.4416918,-0.2115466,0.865817,0.3597115,-0.27276206,0.24627809,-0.5368691,0.6281493,2.6111026,-0.22039449,-0.6323704,-0.35245055,1.9849551,-0.6822167,-0.8302259,0.9188465,0.1306144,1.147719,0.93211955,-0.37741002,0.22558181,0.029455367,1.6380656,10.16819,0
24155.803,-1.0322627,0.4111719,0.77153325,-1.8102133,0.8395681,-0.47451293,0.4097512,0.71346045,0.46238565,-0.38980553,0.4937227,-1.0519278,-0.23626645,-0.5743441,1.5303978,1.2634833,0.9150785,-0.73544735,-0.14096186,-1.2475384,-0.5534485,0.7633092,-0.45095125,-0.18232702,0.10466537,0.2212134,0.8974172,0.7047745,189.63162,0
24233.92,-1.2444718,0.11834791,0.8091213,-0.60271937,1.4350061,-0.67184776,0.5811988,0.58873564,0.79149896,0.072868235,-0.57919496,-0.2338805,-0.45319474,1.495544,-0.47790155,1.5215594,-0.12954864,-0.11943107,-0.4150381,-0.8095946,0.18654805,-1.4544616,0.018448578,-0.4600909,0.4264824,-0.21982059,-1.9699886,-0.10728309,13.884505,0
24249.56,-0.88879734,0.44472682,-0.14581046,-1.0928953,1.4901243,-0.3157895,-0.8263432,-0.09841741,-1.2569836,0.034407496,-1.3432845,1.1011925,-0.16576491,0.026793443,0.3913136,1.3799129,-0.49338546,0.63916266,-2.621654,0.39233375,-1.5499249,0.42988157,-0.61012506,-0.26696423,-0.6595579,0.37068436,-0.23702584,0.73827875,2.9264388,0
24713.035,-0.07068038,-0.15368511,-0.3920398,-1.4470046,0.35895643,1.1784508,0.71772563,0.24493922,0.64414835,-1.0484277,1.6247851,-0.5207318,-0.0074363467,1.0610902,0.41390842,-0.40810877,1.0095421,0.8920549,0.12323323,0.34360227,-0.56981045,-1.0752641,1.2767549,0.55218947,-0.42573008,-0.86861455,-0.57333386,0.04866228,8.256391,0
24859.92,0.33429512,1.4540502,0.13992432,1.7223599,0.046058137,0.19923805,0.11337054,1.063509,-0.73407346,0.8017959,2.4892542,-0.870532,-1.7403196,-0.6884789,-0.60955787,-0.95377403,1.1034532,1.2775766,-0.18236096,-0.8005071,1.0093963,-0.0625392,0.8531762,-1.1484699,0.854552,0.68158585,0.20508008,0.045192756,4.500079,0
24864.338,0.05114206,-0.45647115,-0.8165751,0.27286252,1.3281566,2.4718091,-1.2560548,-0.6520746,0.31847808,-0.97638524,0.44742072,0.15546425,0.46155393,0.6257445,-0.8078224,1.2769736,-0.4496421,0.42849648,1.271231,-2.2107594,-0.71627456,3.0298383,-0.24073954,1.1886886,1.0902928,-0.20619902,0.3700497,1.2963638,2.316463,0
24972.623,-0.7655353,1.1322346,-1.1468321,0.37968758,1.6823835,0.17050819,-0.16987449,-0.6284078,-0.22746763,-0.21823345,-1.3239921,0.4990226,-0.45100123,-0.25319055,-0.35385203,0.5439072,0.21236652,1.0509127,0.0054904073,0.42001277,0.81450385,0.30355424,-1.1798973,-0.05599299,0.06741027,-0.48366356,-0.07725936,-0.8980579,12.992626,0
25077.348,0.9001846,-0.6443671,-0.9402212,-0.30902237,1.1335686,-0.29006577,1.381279,0.1814314,0.5012083,-0.2952805,-0.7731951,1.6428481,1.261535,1.5790031,-0.49221686,0.32858434,-1.2084748,-0.66510814,-1.2547475,-0.8977074,-2.3310196,-0.8638132,-0.34692982,-0.93502426,-1.1951572,-0.7947588,-0.123647295,0.023309648,18.462484,1
25257.566,0.73941267,-0.060251847,-0.6348132,-0.17287108,-0.9415376,0.0041328827,1.6765949,0.4152797,0.11810347,0.3581036,0.50911754,0.35375047,0.5910535,0.43866816,-1.4581306,-0.63363206,-0.89548093,0.91808194,-0.25809887,0.6890625,-0.5593917,0.407789,0.5701527,1.1243502,-0.29559198,-0.24139746,1.0651314,1.18971,82.81701,0
25535.785,-0.15964831,-1.0719626,-1.1634738,0.9645507,0.20134485,0.256492,0.71734846,-0.8241065,-3.0730302,-2.119104,1.3411156,0.64399266,1.1700664,0.93594265,-0.6514951,0.4256638,0.12416523,0.9047291,-2.0910828,-0.75610965,-0.17135465,-0.5170752,0.1886357,-1.5451308,-1.4413311,1.8706392,0.30148593,0.30899057,42.74627,0
25649.07,-0.65291613,0.4550237,0.16205956,-0.032337118,0.43951616,0.43525395,-1.1903435,-0.07476256,0.17889172,0.8909098,-1.2128906,0.71927524,-1.0110039,-2.1640768,0.26622298,-1.085278,0.031406786,1.5128866,-1.2109178,-0.98790044,1.7425404,-0.96074414,0.10909805,-0.5552101,0.07520241,-0.06331377,0.04142501,-0.36905298,40.471626,0
26318.312,0.54842794,1.4451259,0.72971565,0.53069395,-1.8096169,2.0767114,0.4906069,-0.093998775,0.64215297,-0.67699033,-0.12433282,-1.1530154,-0.37138665,-0.08557268,1.2659435,0.63406235,-0.9668761,-1.668436,0.635506,0.15317191,-1.1690629,2.1031396,0.21169876,-0.57167506,0.2554031,-1.1444036,0.14787059,-1.7061597,6.876763,0
26486.303,0.18797359,-0.07735618,-1.5870984,-0.1960043,0.46936065,-0.84532046,0.8508609,-2.21528,0.44592834,1.2199633,0.19593206,-0.96333206,-1.2424585,0.41055164,0.5543913,1.3788867,-0.7159739,-0.9071831,-0.24734044,2.3576992,0.67099327,1.066812,0.7587962,2.1439419,-0.2707104,0.91881907,1.835889,-2.2703469,58.085724,0
26543.166,-1.4481273,-0.1968857,0.025128711,-0.3421529,2.272992,0.85904604,0.725708,-0.21959399,-0.10258595,-0.4781649,0.8645784,-1.0838963,-0.7051912,0.2236149,-2.5995345,1.6310456,-1.0650444,0.823141,0.92250824,0.74903,1.0569317,0.34553662,-0.041859206,-0.68502074,0.24171123,-0.47192845,0.17267397,2.0761812,106.64221,0
26659.99,-0.06798026,-1.114617,-0.21993579,-1.4069141,0.63993615,0.2077506,0.7849543,-0.15731783,1.6421617,-0.048843585,-0.3436011,-1.3321458,1.2521055,0.9611572,0.6413037,0.70852405,0.45505986,-2.6513646,-1.9668922,0.1362193,-0.72148967,-0.3918233,0.45001346,-2.1549652,0.41690123,0.283759,-0.5144485,0.30851182,32.248936,0
26819.562,0.26203582,-0.22929266,0.3415087,-1.9777491,1.4734131,-1.5710977,0.36326307,-0.16029294,0.3113731,1.913786,-1.5638146,0.79545987,1.4874905,-0.36590424,-0.5581518,-1.3820215,-1.9676392,0.49200618,-0.2424614,0.35885152,-0.37352395,-0.3107895,-0.9869192,-0.5818151,0.25686204,-0.60566056,-1.9089991,-0.5840731,33.348774,0
27234.031,-0.8996948,-1.5927943,-0.012938768,-0.2615619,0.18291473,0.7706988,-0.07241234,1.4159143,0.4376733,-0.2773382,0.6211976,0.2900501,-1.1481333,0.048787106,0.4530801,0.19733013,-1.0115772,1.0598044,-0.4755125,-1.7511159,0.14162877,1.5424819,2.553851,0.45555034,-1.2015303,1.2807733,-1.4339374,0.34945688,4.403366,0
27866.473,0.18984339,-0.912878,-1.4535993,0.05649669,-0.07321832,1.2676235,-0.6083675,-1.2157983,1.0444919,1.2388499,1.1247959,0.07949606,-0.45827767,1.1812267,-0.014135259,2.1396818,-1.8629415,-0.57637525,0.9558486,-1.1223403,-1.481485,0.30657753,-0.2838593,0.78408456,-0.25326434,-0.59075975,-0.4670259,-0.94767416,71.187904,0
28442.914,-1.4548225,0.22678605,-1.2623893,-1.2861301,0.3812714,-0.8571764,-1.8979355,-0.8246226,0.362593,0.039045084,-0.08259146,-2.5927165,-0.07619567,-2.278689,-0.19268763,-0.8686116,0.4190206,-0.43019,0.67276275,-2.5109289,-0.45510322,-3.0828052,0.203593,2.2765398,0.40984297,1.397858,-0.108376846,-0.3312013,170.20383,0
28602.557,1.336186,1.3190132,0.029423576,-0.034474865,-0.81582665,-0.008933868,0.33964178,-2.6121957,-0.89801776,0.41541883,0.4052401,2.055477,0.5856056,0.5893505,-0.10223573,-0.059181575,-1.8027335,-1.0741373,0.64225215,1.7298739,1.2761121,2.4209385,0.5664655,1.4068975,1.5787117,-1.0492606,-0.55562145,-0.9409404,29.59315,0
28851.584,1.24795,2.8092108,1.0287809,0.053752564,-0.96377516,-1.7253543,0.18605284,-0.48091668,-2.4383373,0.06995859,-0.47449124,-0.894272,-1.7598102,-0.33388484,-0.022424309,1.4135244,0.0317292,-0.52154714,1.5414101,1.5273861,0.52265483,0.18306236,-0.4107905,0.1879226,-0.27192575,-0.29290637,0.351144,-1.4132736,9.843105,0
29477.1,-0.25251734,-0.5865851,-2.2141874,-2.156008,1.2663046,-1.2588065,0.5575758,-0.39564356,-0.4771209,0.84785163,-0.8457728,2.0518126,-1.603,-0.9123181,1.3444049,0.6171339,1.639524,-0.4925685,-0.3680871,0.39281854,-0.15675129,0.343369,0.007824794,-0.8914155,0.5508402,1.3999958,-0.568508,-2.104985,16.537098,0
29597.768,0.36345434,1.4353001,0.34572658,-0.91512465,1.3723423,1.0480295,-1.3375437,-0.50997716,0.7609455,-0.6855316,1.0264257,-1.4492415,0.48962614,0.33654422,-0.019660188,2.4801564,1.673434,-0.6828413,1.3350809,0.1351151,0.113072366,1.0866948,-0.0043247254,1.6240275,0.8781519,0.16817422,-0.91448927,-1.5976574,12.127737,0
29915.107,-2.409922,0.24375248,1.189622,0.4072639,-0.99110633,-0.4664165,0.6450167,1.1076773,-0.35309634,-0.98404855,0.38749585,-0.8124012,-1.9490386,1.2274513,1.0855361,-0.7328694,-1.8059076,-0.7376782,-1.0442061,-1.55159,0.5809054,0.46540284,-0.9140381,-0.36856356,-0.19662769,2.271466,0.61264384,1.0212878,13.032684,0
30176.648,-1.1563476,-0.15124765,-0.15302588,0.38705873,0.9679988,-1.108803,2.0545452,0.8606175,0.8011784,-0.6385762,0.4903686,-2.2028494,-0.4467974,1.0391438,0.9399059,-0.9897558,0.2984096,-0.2710048,-1.0808778,-0.21929996,0.77241015,0.7469086,0.43858942,-0.6581572,1.1484077,-0.26914045,1.3693945,-0.986882,43.71012,0
30544.922,-0.29377893,0.43259445,0.5502025,-1.153675,-0.08695997,0.22946036,0.07845013,0.07785673,0.14872818,0.099710375,1.5021151,0.36212498,0.1620918,-0.13511303,0.66704553,1.2241254,-0.9889713,-0.28310433,0.7527466,1.7923919,-0.5564141,-0.42372346,-1.6492219,-0.41707382,1.2021738,0.25704286,-1.1071676,0.5348921,28.088408,0
30976.129,-1.0721331,0.061916485,-0.7030691,0.15844806,0.33980858,-0.5224124,-0.06166532,-0.37061307,1.288066,-0.22081879,-1.0548424,-1.1012568,0.41566598,0.87574095,-1.7866188,-1.1958786,-1.193136,1.8741319,-1.5047407,0.131416,1.5347209,-1.2297953,1.7527084,-1.2522882,1.3803847,1.9051492,0.24371587,0.9566474,67.0021,0
31361.473,0.7143965,0.11039572,-0.1193662,1.0224072,0.46021864,-0.47082165,0.30900237,1.0261897,-0.2952167,0.7102749,-0.5520263,-1.0730002,-0.14171809,0.8680679,1.1166327,-0.19676799,-0.11346995,-0.39418516,0.57276565,-0.5646465,1.3163482,0.2802328,0.7929709,-0.4650201,0.45843217,-1.5139232,-1.9050046,0.016579686,31.345886,1
31713.074,1.9972966,-0.40833315,-1.6209135,0.77707297,0.9943505,0.739326,2.032337,-0.01975786,0.46761483,1.3047317,0.15793335,-1.3725142,-0.36575672,-0.08737127,-0.4579013,-0.065646544,1.2282912,0.34415022,0.101313196,-1.7580707,0.67725766,1.4316146,0.63912237,-0.23310833,2.3601372,-1.63775,-1.4745381,-0.2985672,7.1213293,0
32739.135,-1.1766148,-1.3981097,-2.3443434,-0.09528579,0.0827182,-1.1617334,-1.0236478,-0.81827,0.50588506,-0.97583836,-0.56431323,0.7773551,0.8445709,-0.69308054,0.71572727,1.0359895,0.59965885,-0.57688296,1.0718527,1.3803058,-0.8429599,-0.64780253,-1.7366421,0.7306566,-0.61528313,-0.7955082,-0.5887658,0.13302292,11.014027,0
33356.023,-0.8374634,-1.5436252,0.9427658,-0.4679763,1.410162,-0.9053652,0.20320693,-1.7162486,1.5016018,-0.73394877,0.78313655,0.71146363,0.28520593,-0.63523406,-0.9725328,0.61426795,-0.71514094,-0.5895958,-0.059443966,-0.070083804,-1.0202239,-0.728024,-0.7925287,-0.38808835,2.1240776,0.8133727,1.1349105,-0.41662037,10.222495,0
33632.01,0.23544838,0.6532449,-0.98499495,-0.62934446,0.30941284,0.15407999,-0.7996574,-0.4413145,-1.7066373,-1.4362394,-0.18739922,1.8120339,-0.64701664,0.8378534,-1.1850741,0.45706493,0.705034,-1.7043705,0.056048945,-1.7567339,-0.3266038,1.2210193,1.3893452,-1.2674593,0.76829946,-1.6098512,-0.778706,1.2039093,16.058462,0
33942.34,1.6111162,-0.27670008,-0.45552784,0.46781978,0.62418425,0.96940976,-0.5470047,0.7546436,-0.45840827,2.030373,-0.9925328,-0.6857066,0.037722897,-0.042146813,1.9763887,-0.4024309,-2.2437084,-1.5713662,0.509265,-0.9242657,0.0607651,-0.4572452,4.1512413,-1.6037722,1.3403873,0.59704906,-0.8161005,1.8765339,173.06313,0
34248.105,-1.2223743,-0.5960889,-1.3864423,0.19510397,-0.83326256,1.2381603,-0.04959031,2.2765386,0.8485161,0.3046695,0.06577168,0.21881936,0.38316903,-1.0461823,-0.9569831,1.215004,-0.7529458,-1.2069982,-0.6626496,-1.2775381,-1.7684919,-0.41055992,1.1946925,0.20956975,-0.32003775,0.5267067,0.036087282,1.4498118,209.74228,0
34519.633,0.24903612,0.008505627,-1.4099697,0.629404,2.158659,-0.6650617,1.3473233,0.061610345,1.5458965,0.4798023,0.17033876,-1.2893353,1.7182373,-1.6848629,1.1461066,4.025824,-0.8238915,0.18369684,-0.7062063,-0.13174352,0.49469313,-0.37314427,1.0369434,0.07262585,0.8444747,2.0143902,0.03708361,-2.1515632,54.812675,0
34542.54,1.8212988,0.79493225,-0.1738377,0.13187382,0.4698249,0.937377,1.8009906,-0.7653555,0.2400715,-1.3402084,0.9346821,-0.33503902,0.78632367,0.83183146,0.11842032,0.6912821,0.07832069,1.0761737,0.47442943,0.20733897,1.2874622,-0.064980984,0.5249742,-0.5543127,1.4269742,1.0454849,-0.78513145,-0.43702677,23.162083,0
34866.336,-1.6517591,0.18036394,-0.7295772,0.818764,0.71299744,-0.7841423,0.44814214,-1.1849653,-0.29270416,-0.001169989,0.3931409,-0.5188453,1.2145568,-0.54677844,-0.42012006,0.099672206,-0.20282796,-1.7866645,-0.02928781,-0.50321704,0.57647413,-1.5736381,-0.8474972,-0.46745646,-1.0873586,0.36405024,1.9862216,0.004159139,3.9197087,0
34966.77,-1.2810692,-0.6560549,0.377971,0.094592534,-1.6081858,1.8262093,-0.37659472,0.5519549,0.75711834,0.50924796,0.46114638,0.46444997,-0.6106074,0.33038774,-0.044828884,-1.297863,-0.14147109,-0.5490768,-0.4073139,0.7770466,-0.6760528,-0.53934014,0.9951741,0.38848692,-0.16332628,1.3591329,-0.26536337,0.46305797,26.154205,0
34973.895,-0.4236066,1.226293,0.45253843,0.7846887,-0.82270205,-1.1337711,2.492739,-1.764616,0.86870265,-0.2527577,0.3202917,1.0170218,-0.5241829,1.2397069,-1.3010945,-0.63748145,-0.17471953,-1.3668907,-0.0827841,0.07880224,-0.7944034,0.23036802,-1.1012074,1.3905462,-2.1412528,0.53890395,0.11358498,-1.7273146,7.7833843,0
37078.516,-0.5205884,1.5791855,0.32084966,0.8708228,1.2378837,1.3284788,-0.4275545,0.5503451,-0.35966167,1.0757056,-0.18822253,0.9910667,-0.23538,-1.3089244,-0.01375438,-0.21371023,0.022407241,-0.2642771,1.5945596,1.0623124,0.29985234,0.22323793,-1.2105851,-0.7801446,-0.17833297,-0.46007004,-0.40177953,-1.7434436,142.11354,0
37604.47,0.81260127,0.49455667,0.23860079,-0.8045266,0.28689113,-0.6564861,-0.57113594,0.8177116,0.3303073,2.3118312,-0.7162191,-0.8428123,-0.14357264,-0.04513738,-1.0827403,-0.53460026,0.540131,1.0757695,-0.4430184,-0.35719407,-0.15330371,1.1579931,-1.2735293,0.08890284,-0.8160082,-1.1446058,0.43997157,1.3067898,2.9231832,0
38980.645,0.24165972,0.9736635,1.5777682,-1.8081441,-1.9137797,2.0132465,-1.774943,0.43627945,1.1805272,-0.94706285,0.28883836,0.9984679,-1.0080249,-0.17069414,-0.3954438,-0.016077835,0.14933103,-0.4468824,-0.4720196,3.0453255,0.44304118,1.8393922,0.9757227,0.95827043,-0.21776769,-0.5693656,1.2349576,-0.55911934,31.860952,0
39208.12,-1.7749621,1.24196,-1.0675938,1.5434929,1.0382899,0.59132075,1.3960916,-0.21966167,1.890459,-1.0220872,-0.33312476,-0.044085138,1.2659336,0.37974286,0.9252996,1.7780161,-0.28435183,-0.04751697,-1.7074442,-0.5644887,0.60172135,1.5124835,-0.057414055,-0.7761143,2.9236434,-0.040073875,1.6636637,-1.4874064,7.0351057,0
39265.035,0.5154104,1.1300993,-0.054934867,0.25665873,-0.54378283,-1.0160165,0.96824557,0.56494063,0.742605,-0.87775606,1.6898227,-0.32459688,0.8833516,1.23916,0.25419068,1.2471669,0.40174827,1.4552284,-0.042352937,-0.90332997,1.0918906,0.9146524,0.1008581,-0.015632115,1.7178035,0.1750184,-0.7622657,-1.1036408,19.8575,0
39682.727,-0.5775389,0.6140992,1.1326898,-1.7144859,1.411317,-0.5222385,2.4178054,0.17093837,0.044138897,1.6061991,1.3421823,-0.7085115,-0.30567786,-1.3294518,-1.4821705,-0.15883271,0.82612354,0.45790094,0.65688354,-1.0263005,-1.1321235,-0.14873458,-0.015403937,-0.037995603,-1.4394475,-2.1351955,1.1007951,0.39047465,44.669094,0
39779.137,1.2744472,0.59834707,1.2645398,-0.7138195,-0.08783568,0.7811812,-1.3895234,-0.77812386,-0.054075178,1.0423553,0.63283914,-0.5599358,0.64171064,0.56979793,0.8514881,-1.20828,-0.55602586,-0.76009184,0.8361981,-0.21094073,0.22161895,-0.62306905,-1.1257166,-1.3112953,0.55573833,-0.21956034,0.5496808,-0.8225477,68.46772,0
40186.227,-0.62758756,0.5196606,-1.4217637,0.7718743,0.20470668,1.0526444,1.4581708,1.8504124,0.55739653,-0.13552782,0.37846693,1.7423139,0.22289917,1.0315238,-0.007099762,1.3373677,-0.05940273,0.15891528,0.108217604,-1.7195361,-0.363475,0.017878432,-0.6707309,0.1684988,0.79893106,0.02858177,0.9745366,0.24162564,18.67474,0
40198.46,-0.6366153,-1.0973377,-0.31235543,-0.27967682,1.1789546,-0.07071559,0.07013552,-0.35167938,-0.11567284,0.036559664,-0.08795905,0.30741078,0.719828,-0.18637706,-0.54218525,-0.049054272,1.1619066,-0.82754904,0.95583355,0.29456285,-0.09863504,0.5855788,-0.6204262,0.031544678,-0.3378971,0.54753745,-0.09187927,-0.97872734,50.071896,0
40422.87,0.5411316,0.7007232,1.358121,-0.5120614,-0.89749295,0.04465828,0.8061002,0.7757523,0.18964049,-0.81654364,-1.2611238,0.17461185,-1.3443071,-0.137447,0.7466763,-1.7265004,-1.1027607,0.420482,0.7312304,-1.9053037,0.86440885,0.8219378,-1.4052714,0.5550842,0.17830761,1.6268009,-0.18704078,-1.7442001,9.070577,1
40893.363,0.76292646,-1.355814,0.5080791,1.4008819,-0.9928468,0.75835305,-1.6477772,-2.4186144,-1.0578762,0.89002717,-0.21617222,-0.26224685,-0.14566107,0.41844937,-0.16720684,0.7124301,1.8047022,0.51534015,1.1129502,0.16167092,0.9731259,0.62308574,-0.5042101,-1.1868864,0.2759822,0.18565354,0.93571466,1.4243802,26.967867,0
40907.62,0.44809937,-0.7945995,0.19526303,-1.0472871,-0.19649842,0.13179843,1.4680818,1.2764709,1.2970572,-0.37990183,0.10140003,2.4459786,-0.05803853,0.34481707,-1.1656613,1.0256867,-1.339155,-1.3671597,0.98430264,-1.3512517,1.3984437,-0.12117547,-1.0813065,0.009970386,-1.3466114,-0.9095629,0.9546925,0.3981899,66.86321,0
41220.02,-1.6855973,1.303565,-0.21768469,-0.79815334,0.8271728,-1.2935048,0.7865167,1.4687637,-1.1401848,-0.26007655,0.22945647,1.3050104,0.6236421,0.5823526,1.8478097,-2.4259083,-0.3453646,0.17514941,1.5699782,-0.38129342,0.42559025,0.78686225,0.57767564,1.381734,-1.0313294,-1.8180794,1.5657206,-0.33375087,29.919767,0
41613.16,0.53803444,0.84022015,-0.38380092,0.21138647,-1.3308773,-0.81297404,-0.038910035,0.029833788,-0.43211177,0.60878974,0.46953636,-0.7210621,-0.6284376,0.56128055,-0.017287442,-0.8245546,-0.95019,-0.11757326,-0.16969317,0.6045404,-0.11001679,1.2608725,0.66097105,2.0774999,0.17229672,0.68701094,0.19854756,-0.5213617,10.641778,0
41637.79,-1.0343081,1.4873983,0.28821906,0.39045492,-1.6680346,0.23511994,0.6451127,0.558771,0.09759326,-0.18799494,0.9213302,-0.27361506,-2.4999306,-0.9819723,-0.0813852,-0.11045401,2.187927,0.5446774,-1.3270581,2.3040376,-0.25287846,0.8801604,-1.2936391,1.2801293,0.099402525,-0.86908734,-0.106914625,1.4649004,14.370092,0
42824.695,0.23527612,-0.2716744,-0.2523741,0.49634305,0.82372093,1.2154825,-0.7654953,0.5585152,1.9909868,-0.234966,-0.69215405,-0.21424454,-1.0816997,0.9902665,-0.40510517,0.7345109,-0.50335,0.83134705,0.66371876,-1.0780005,-1.734755,-0.032013055,-0.29663175,-1.1770715,-0.70856273,0.86683697,-2.4598536,0.59153,67.95103,0
43092.18,-1.4237344,-1.1522489,-0.042578623,0.9112381,-0.6029783,1.6159824,-0.57944006,-0.6427836,-0.42268297,0.010575205,-0.6830756,0.14587198,-0.061047986,1.1667832,1.1799657,-0.5157466,-0.50084114,0.4774496,0.78055316,-0.15031745,1.339735,-0.8338487,1.8560599,0.4510527,-0.79437613,1.3974202,-1.6112605,1.146813,5.4183235,0
43782.617,0.44632214,-0.2404372,0.07859871,0.19857863,-0.392226,0.7795294,-0.46344462,0.5471223,-0.6660158,0.79535544,1.4508567,-0.701226,0.06388423,0.1860829,-0.5248785,-0.8321419,-0.37074873,-0.30319336,1.5699954,-0.7237587,-0.3218984,-0.8575674,-0.9807629,-0.48314658,-0.08977925,-1.5440748,-0.3942516,-0.58369267,6.467708,0
44228.72,-0.8065989,0.1020313,-0.6780715,0.48938394,-1.8568105,0.28729075,-1.8527279,-0.80863047,-0.5508169,1.6464931,0.7709816,0.43881652,1.6837481,-1.4941553,-1.5449798,0.7271693,0.09560281,0.93333,1.2812904,-0.8698703,0.50589705,-0.6812176,0.42663783,0.2839006,0.88615096,0.55389255,-1.101059,0.05066654,41.34314,0
45351.08,-1.2826346,0.078988716,0.53212935,-0.25920925,-0.67897934,0.74881387,0.8617585,-0.6087569,1.6588972,0.58548623,-0.39077094,1.4520881,0.58274645,-0.11474571,-0.6786777,-0.46832237,-0.32844177,-0.8730628,1.9454725,-0.71497333,0.6789965,0.2570752,0.10552193,-0.7722167,-0.07648577,1.2926224,0.81413054,0.4021989,11.858295,0
45940.203,0.71382016,1.1336805,2.9142447,0.062698305,-0.0075672967,-0.66675085,1.1915936,1.1269431,-2.812347,0.8033142,-0.10721117,-1.3136281,0.08153028,0.19440588,1.3267746,0.54205465,-0.1328868,-1.320522,0.619854,0.82406646,-1.2453156,0.51980376,1.0928875,-1.7134734,1.6227309,1.0190393,-1.3100209,-0.5500691,3.5125074,0
46042.73,0.24164452,-0.36127043,-1.7769866,0.10753418,0.93037784,-0.15323097,-0.70134413,0.9746577,-1.002738,-0.19985406,-0.10271395,-1.1281468,-0.032391276,-1.1446003,0.83213216,-1.1115156,-3.5292099,-3.1952868,0.2288106,-0.48805586,-0.9233464,-1.4145323,0.29546684,-0.34451723,-0.69582057,-2.0963795,-0.5013043,-0.09553211,101.59379,0
46131.258,-0.6139768,0.35203448,0.32401252,0.21509814,-0.77123016,-0.8241307,0.348203,-0.7063755,2.7312887,-0.7077979,0.031574123,-0.48315856,1.1041834,-0.36013806,-0.25501564,-1.3523331,0.057159837,-0.07014095,-1.3849831,2.2493126,1.54702,-0.5039951,-0.43129548,0.7226027,0.1931098,-0.85365206,-0.4620265,-0.58361036,5.36813,0
46746.273,1.4511789,-0.98862714,-0.76019007,0.7725398,1.6573762,-1.2487426,-0.26554048,-0.73357636,0.59088206,0.6539862,0.4726831,-0.43679556,-0.5901105,-1.4093693,1.3732551,0.75526917,0.017806621,-0.82154644,0.30809653,0.41597927,0.29043552,0.24328546,0.066764124,0.28799975,-0.35429543,-1.2801805,1.204743,0.3990592,15.810654,0
46784.945,-0.44065243,0.45031726,0.5774026,0.5551457,-0.684556,0.33354902,0.32827395,-0.6455966,-1.1059849,0.17124082,2.5349927,1.9984659,-0.1402838,0.60729223,0.7479422,0.2525199,1.0385689,0.3977545,-0.55250335,-1.0100107,-0.58058566,-0.8996799,0.081369944,0.40294787,0.58796096,0.5234727,-0.60823876,-1.3213942,9.550325,0
47041.164,0.032107674,0.00310855,0.046557475,0.044217,-0.6830918,0.1855133,-0.62757725,0.73263955,-0.041917983,-1.4226286,0.18975656,1.0017092,-1.0892581,0.16595532,-0.26658937,0.9224557,1.3090609,-1.9712274,0.21151002,-0.36670518,-0.126347,0.43390414,-0.09169518,0.21635032,-0.7815879,0.41332662,0.45241213,0.57197005,14.052212,0
48049.23,0.26891345,-0.7498133,0.76185477,-0.80912596,1.5373576,0.68765247,-0.8834252,-0.9999848,0.06745457,-0.32806963,0.66259813,0.94432235,1.4189061,-1.6457832,-0.16590986,-0.532593,-0.18770806,-0.64717853,0.054513186,-0.801847,1.086237,-0.3074283,-1.3191115,0.4045275,1.9273977,-2.697892,0.19570613,0.3107132,6.9480195,0
48594.95,-0.6196659,-0.23582937,1.1755066,0.06767126,0.21146016,0.5461118,1.0520749,0.35671264,0.84612525,-0.08289702,-1.6864767,-0.2643657,0.39249894,0.35146487,0.32931772,-0.7951053,0.8162291,0.47026992,0.4717336,0.8000687,0.9343145,-0.72342026,1.2430886,0.52951175,-1.6906124,-0.30083162,0.9032885,-0.20330852,47.329563,0
