TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
2987132,0,4646460,148.33,R,14284.0,579.0,150.0,visa,189.0,credit,130.0,87.0,98.17071,,aol.com,hotmail.com,20.0,34.0,25.0,2.0,33.0,9.0,13.0,24.0,31.0,38.0,33.0,27.0,12.0,30.0,67.0,579.0,178.0,204.0,468.0,264.0,564.0,461.0,453.0,297.0,145.0,96.0,505.0,200.0,479.0,T,T,F,T,T,T,F,T,T,4.0,6.0,6.0,2.0,7.0,7.0,7.0,5.0,3.0,1.0,0.0,5.0,7.0,0.0,1.0,2.0,3.0,7.0,5.0,3.0,2.0,5.0,4.0,7.0,7.0,7.0,6.0,5.0,3.0,2.0,2.0,7.0,5.0,4.0,7.0,4.0,7.0,1.0,5.0,2.0
2987133,0,4678954,56.5,W,10607.0,,150.0,mastercard,205.0,debit,458.0,87.0,0.6906066,28.696909,aol.com,hotmail.com,18.0,6.0,23.0,2.0,23.0,39.0,13.0,34.0,9.0,25.0,28.0,31.0,7.0,10.0,404.0,133.0,,120.0,589.0,304.0,395.0,196.0,291.0,224.0,378.0,479.0,311.0,383.0,133.0,F,F,F,T,F,T,T,F,F,1.0,1.0,4.0,3.0,0.0,1.0,,1.0,6.0,7.0,1.0,6.0,4.0,6.0,5.0,0.0,0.0,6.0,4.0,5.0,1.0,7.0,5.0,3.0,1.0,3.0,0.0,7.0,7.0,4.0,7.0,4.0,5.0,1.0,0.0,0.0,5.0,3.0,3.0,1.0
2987134,0,4703975,74.18,R,12179.0,421.0,150.0,discover,166.0,credit,337.0,87.0,8.156673,,hotmail.com,hotmail.com,27.0,32.0,13.0,19.0,26.0,0.0,16.0,4.0,7.0,39.0,10.0,5.0,11.0,38.0,499.0,20.0,,317.0,38.0,93.0,147.0,103.0,189.0,572.0,64.0,144.0,288.0,40.0,241.0,T,T,T,T,T,T,F,F,F,4.0,2.0,1.0,7.0,4.0,6.0,1.0,1.0,1.0,4.0,6.0,4.0,6.0,4.0,1.0,4.0,7.0,4.0,7.0,6.0,5.0,3.0,5.0,5.0,4.0,7.0,2.0,3.0,2.0,5.0,5.0,1.0,7.0,5.0,5.0,3.0,7.0,1.0,4.0,2.0
2987135,0,4746613,55.44,H,15557.0,400.0,185.0,visa,215.0,credit,418.0,87.0,12.603782,136.64403,yahoo.com,gmail.com,25.0,11.0,16.0,23.0,20.0,5.0,37.0,8.0,13.0,22.0,5.0,2.0,9.0,33.0,69.0,447.0,,,389.0,316.0,367.0,568.0,395.0,560.0,411.0,270.0,553.0,235.0,327.0,T,T,F,T,T,T,F,T,T,7.0,4.0,1.0,1.0,2.0,4.0,0.0,5.0,2.0,2.0,6.0,0.0,4.0,1.0,5.0,3.0,1.0,5.0,7.0,4.0,0.0,7.0,6.0,5.0,7.0,2.0,1.0,3.0,5.0,7.0,1.0,0.0,2.0,7.0,6.0,0.0,4.0,2.0,3.0,2.0
2987136,0,4768866,79.06,S,18217.0,,185.0,mastercard,151.0,credit,142.0,87.0,3.6925883,,anonymous.com,hotmail.com,24.0,23.0,26.0,22.0,17.0,1.0,4.0,21.0,23.0,6.0,0.0,15.0,29.0,7.0,248.0,392.0,578.0,187.0,341.0,351.0,209.0,293.0,75.0,470.0,491.0,472.0,197.0,478.0,228.0,T,F,T,F,T,T,F,T,T,0.0,3.0,6.0,7.0,7.0,7.0,0.0,4.0,2.0,2.0,4.0,6.0,1.0,1.0,3.0,5.0,6.0,0.0,6.0,3.0,6.0,4.0,5.0,5.0,0.0,6.0,5.0,0.0,3.0,3.0,0.0,7.0,1.0,5.0,1.0,6.0,3.0,5.0,3.0,7.0
2987137,0,4787208,87.14,C,2890.0,468.0,150.0,mastercard,176.0,credit,482.0,87.0,2.2483644,34.94131,hotmail.com,gmail.com,0.0,20.0,14.0,17.0,22.0,14.0,20.0,4.0,8.0,13.0,11.0,12.0,33.0,24.0,537.0,156.0,,,363.0,588.0,311.0,516.0,404.0,569.0,404.0,257.0,120.0,55.0,370.0,T,F,T,F,F,T,T,F,T,1.0,5.0,1.0,3.0,5.0,1.0,,6.0,4.0,0.0,0.0,3.0,4.0,5.0,0.0,4.0,0.0,7.0,1.0,6.0,6.0,1.0,7.0,5.0,2.0,0.0,1.0,3.0,0.0,3.0,3.0,6.0,5.0,4.0,6.0,0.0,4.0,5.0,5.0,5.0
2987138,0,4794121,6.48,S,13404.0,,150.0,mastercard,122.0,credit,105.0,87.0,8.123835,135.38354,anonymous.com,gmail.com,22.0,27.0,11.0,11.0,37.0,37.0,33.0,12.0,8.0,17.0,13.0,31.0,1.0,14.0,14.0,520.0,,,472.0,120.0,100.0,170.0,537.0,585.0,80.0,37.0,471.0,220.0,479.0,T,T,T,T,F,T,F,T,T,2.0,5.0,5.0,7.0,6.0,2.0,,5.0,7.0,1.0,6.0,3.0,7.0,4.0,7.0,5.0,2.0,5.0,4.0,1.0,1.0,5.0,7.0,7.0,5.0,6.0,4.0,5.0,1.0,7.0,0.0,7.0,5.0,5.0,5.0,7.0,0.0,7.0,5.0,5.0
2987139,0,4799033,113.66,S,4918.0,,185.0,american express,186.0,credit,498.0,87.0,5.836576,86.93909,anonymous.com,hotmail.com,11.0,33.0,32.0,28.0,10.0,24.0,18.0,0.0,4.0,5.0,26.0,35.0,29.0,24.0,96.0,97.0,,228.0,41.0,219.0,300.0,215.0,425.0,460.0,295.0,217.0,64.0,2.0,319.0,T,F,F,F,T,T,T,F,F,3.0,7.0,3.0,6.0,2.0,4.0,7.0,7.0,7.0,6.0,6.0,4.0,7.0,3.0,5.0,6.0,0.0,7.0,6.0,1.0,4.0,1.0,2.0,0.0,6.0,7.0,0.0,2.0,0.0,3.0,7.0,6.0,4.0,1.0,2.0,0.0,3.0,6.0,7.0,0.0
2987140,0,4832324,18.54,S,4423.0,304.0,185.0,mastercard,136.0,debit,389.0,87.0,33.461926,20.028051,anonymous.com,gmail.com,32.0,13.0,16.0,24.0,18.0,24.0,22.0,19.0,13.0,37.0,22.0,17.0,30.0,22.0,482.0,150.0,,,443.0,388.0,64.0,205.0,260.0,356.0,320.0,56.0,523.0,394.0,274.0,F,T,F,T,F,F,F,T,F,5.0,6.0,4.0,6.0,7.0,4.0,0.0,5.0,4.0,4.0,1.0,7.0,4.0,3.0,2.0,4.0,2.0,6.0,2.0,3.0,5.0,7.0,2.0,7.0,7.0,5.0,7.0,5.0,1.0,2.0,7.0,3.0,5.0,0.0,1.0,4.0,3.0,3.0,3.0,0.0
2987141,0,4836394,11.17,C,14798.0,357.0,185.0,visa,197.0,debit,248.0,87.0,33.25161,,yahoo.com,hotmail.com,20.0,6.0,25.0,1.0,24.0,3.0,13.0,28.0,8.0,38.0,19.0,30.0,24.0,11.0,103.0,92.0,,,167.0,565.0,91.0,223.0,493.0,122.0,234.0,231.0,495.0,47.0,571.0,T,T,F,F,T,T,F,T,F,1.0,0.0,1.0,1.0,6.0,1.0,2.0,6.0,1.0,2.0,6.0,4.0,7.0,0.0,7.0,5.0,4.0,4.0,5.0,0.0,6.0,1.0,0.0,7.0,0.0,4.0,2.0,0.0,1.0,0.0,5.0,3.0,4.0,5.0,7.0,2.0,2.0,7.0,0.0,2.0
2987142,0,4882137,51.2,S,2195.0,,150.0,visa,212.0,debit,103.0,87.0,34.879578,,anonymous.com,yahoo.com,4.0,16.0,1.0,18.0,22.0,20.0,5.0,16.0,33.0,22.0,28.0,2.0,34.0,26.0,421.0,111.0,,7.0,92.0,142.0,350.0,262.0,319.0,489.0,279.0,442.0,586.0,168.0,589.0,T,T,F,F,T,F,T,T,T,7.0,2.0,2.0,6.0,6.0,5.0,,1.0,7.0,0.0,5.0,1.0,1.0,0.0,5.0,2.0,3.0,2.0,1.0,0.0,5.0,3.0,2.0,7.0,6.0,3.0,3.0,5.0,7.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,6.0,7.0,4.0,7.0
2987143,0,4898326,59.88,R,15752.0,340.0,150.0,visa,220.0,debit,368.0,87.0,82.38529,,hotmail.com,gmail.com,35.0,24.0,3.0,28.0,1.0,15.0,25.0,10.0,36.0,23.0,30.0,29.0,1.0,10.0,540.0,437.0,232.0,218.0,268.0,416.0,300.0,178.0,324.0,116.0,457.0,311.0,276.0,313.0,597.0,T,F,T,F,T,T,T,F,T,1.0,2.0,5.0,2.0,3.0,3.0,7.0,4.0,2.0,2.0,7.0,5.0,0.0,4.0,6.0,7.0,4.0,5.0,1.0,2.0,7.0,6.0,4.0,2.0,2.0,6.0,6.0,4.0,6.0,1.0,6.0,5.0,7.0,0.0,7.0,2.0,7.0,1.0,3.0,0.0
2987144,0,4903584,25.46,W,14407.0,357.0,185.0,visa,230.0,credit,138.0,87.0,2.572708,,aol.com,gmail.com,11.0,30.0,33.0,31.0,11.0,19.0,36.0,16.0,14.0,28.0,28.0,3.0,27.0,36.0,299.0,422.0,580.0,442.0,16.0,527.0,176.0,488.0,511.0,111.0,500.0,404.0,373.0,128.0,9.0,F,T,F,F,F,T,T,T,F,1.0,5.0,1.0,7.0,7.0,1.0,0.0,7.0,2.0,3.0,5.0,5.0,3.0,2.0,1.0,3.0,6.0,4.0,1.0,1.0,0.0,0.0,5.0,4.0,4.0,1.0,3.0,1.0,2.0,2.0,5.0,0.0,2.0,6.0,5.0,0.0,3.0,1.0,0.0,6.0
2987145,0,4922306,136.2,C,18309.0,560.0,150.0,discover,117.0,credit,367.0,87.0,20.003136,140.8986,anonymous.com,hotmail.com,10.0,30.0,5.0,11.0,25.0,10.0,20.0,20.0,3.0,27.0,35.0,26.0,5.0,37.0,290.0,385.0,511.0,,378.0,379.0,35.0,195.0,115.0,527.0,180.0,64.0,529.0,138.0,502.0,F,T,T,T,T,T,F,T,T,7.0,2.0,2.0,7.0,5.0,4.0,,6.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,3.0,7.0,5.0,4.0,3.0,7.0,2.0,7.0,2.0,0.0,2.0,5.0,4.0,2.0,0.0,1.0,3.0,6.0,5.0,6.0,7.0,6.0,6.0
2987146,0,4976186,12.47,H,12622.0,267.0,150.0,mastercard,119.0,credit,440.0,87.0,17.789612,111.64327,aol.com,hotmail.com,37.0,13.0,31.0,36.0,27.0,8.0,17.0,6.0,3.0,2.0,14.0,15.0,35.0,6.0,257.0,516.0,,475.0,339.0,256.0,254.0,264.0,467.0,68.0,197.0,450.0,78.0,500.0,539.0,T,F,F,T,F,T,T,F,T,3.0,7.0,7.0,4.0,0.0,5.0,,3.0,2.0,4.0,5.0,4.0,7.0,3.0,0.0,7.0,3.0,5.0,7.0,4.0,6.0,4.0,4.0,6.0,7.0,1.0,7.0,1.0,1.0,4.0,7.0,7.0,6.0,6.0,2.0,6.0,1.0,7.0,5.0,2.0
2987147,0,5001478,34.9,W,16188.0,346.0,150.0,mastercard,229.0,credit,217.0,87.0,85.67194,,aol.com,yahoo.com,31.0,37.0,36.0,26.0,29.0,38.0,5.0,4.0,12.0,21.0,32.0,16.0,19.0,29.0,223.0,41.0,,284.0,307.0,140.0,555.0,516.0,407.0,85.0,124.0,255.0,183.0,466.0,483.0,T,F,F,T,T,F,F,T,T,4.0,2.0,1.0,7.0,7.0,0.0,7.0,7.0,3.0,5.0,0.0,6.0,0.0,4.0,4.0,2.0,4.0,7.0,6.0,3.0,1.0,2.0,7.0,3.0,1.0,2.0,0.0,4.0,5.0,1.0,1.0,2.0,6.0,6.0,0.0,2.0,7.0,6.0,5.0,0.0
2987148,0,5022288,28.69,R,3062.0,378.0,150.0,american express,153.0,debit,205.0,87.0,6.865775,37.865753,aol.com,hotmail.com,34.0,3.0,19.0,17.0,39.0,22.0,37.0,7.0,18.0,31.0,16.0,11.0,3.0,37.0,228.0,372.0,,38.0,18.0,172.0,424.0,262.0,317.0,306.0,241.0,172.0,283.0,48.0,449.0,F,F,F,T,F,F,F,T,T,3.0,3.0,4.0,4.0,0.0,7.0,7.0,2.0,7.0,7.0,2.0,7.0,4.0,2.0,6.0,0.0,4.0,1.0,2.0,3.0,1.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,1.0,3.0,4.0,0.0,4.0,0.0,5.0,3.0,5.0,3.0,5.0,1.0
2987149,0,5031052,51.87,H,16484.0,334.0,150.0,discover,103.0,debit,197.0,87.0,40.90775,,anonymous.com,gmail.com,26.0,4.0,35.0,25.0,26.0,16.0,34.0,39.0,21.0,32.0,7.0,16.0,29.0,5.0,332.0,69.0,40.0,,457.0,31.0,34.0,6.0,46.0,350.0,327.0,391.0,376.0,514.0,219.0,F,F,T,F,T,T,F,T,T,2.0,6.0,1.0,0.0,5.0,4.0,,0.0,2.0,2.0,6.0,2.0,6.0,2.0,7.0,1.0,1.0,4.0,6.0,0.0,0.0,2.0,6.0,5.0,2.0,2.0,0.0,4.0,5.0,3.0,5.0,5.0,5.0,6.0,2.0,1.0,5.0,6.0,7.0,0.0
2987150,0,5062776,74.2,W,3789.0,584.0,185.0,visa,140.0,credit,198.0,87.0,5.9535136,,hotmail.com,yahoo.com,36.0,0.0,17.0,34.0,23.0,2.0,36.0,28.0,12.0,23.0,5.0,34.0,29.0,29.0,537.0,573.0,,242.0,21.0,91.0,562.0,0.0,459.0,27.0,428.0,80.0,407.0,280.0,435.0,F,T,F,F,T,F,T,F,T,4.0,2.0,5.0,6.0,1.0,2.0,,6.0,4.0,2.0,7.0,4.0,0.0,2.0,7.0,1.0,1.0,6.0,1.0,3.0,7.0,2.0,6.0,0.0,4.0,3.0,5.0,1.0,2.0,0.0,7.0,3.0,0.0,2.0,4.0,3.0,4.0,6.0,5.0,6.0
2987151,0,5101789,18.02,R,6469.0,581.0,150.0,mastercard,217.0,debit,150.0,87.0,2.6105025,,gmail.com,gmail.com,4.0,37.0,38.0,9.0,13.0,30.0,14.0,5.0,14.0,35.0,3.0,32.0,18.0,37.0,588.0,380.0,,507.0,157.0,262.0,254.0,261.0,131.0,226.0,160.0,298.0,553.0,86.0,347.0,T,F,F,F,F,T,T,T,T,6.0,0.0,1.0,4.0,7.0,6.0,0.0,3.0,0.0,6.0,3.0,6.0,0.0,5.0,4.0,0.0,3.0,2.0,1.0,0.0,6.0,2.0,3.0,3.0,6.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,2.0,5.0,3.0,7.0,6.0,5.0,5.0,6.0
2987152,0,5109658,121.11,C,3230.0,,185.0,mastercard,149.0,credit,209.0,87.0,28.434855,,yahoo.com,yahoo.com,23.0,7.0,9.0,6.0,14.0,18.0,25.0,12.0,11.0,23.0,38.0,13.0,12.0,9.0,519.0,455.0,238.0,,237.0,84.0,345.0,389.0,537.0,135.0,129.0,253.0,293.0,544.0,498.0,T,T,T,T,F,F,F,T,F,0.0,2.0,4.0,0.0,5.0,6.0,3.0,0.0,7.0,2.0,2.0,4.0,4.0,0.0,5.0,4.0,5.0,2.0,2.0,2.0,0.0,4.0,6.0,1.0,2.0,2.0,7.0,6.0,6.0,5.0,2.0,3.0,1.0,0.0,2.0,4.0,4.0,4.0,6.0,5.0
2987153,0,5157505,58.52,R,7988.0,,185.0,american express,110.0,debit,390.0,87.0,27.914295,4.383535,hotmail.com,gmail.com,11.0,24.0,17.0,17.0,33.0,15.0,17.0,16.0,20.0,15.0,6.0,11.0,0.0,23.0,71.0,342.0,,,421.0,6.0,0.0,565.0,475.0,181.0,19.0,99.0,103.0,202.0,210.0,T,F,F,T,F,T,T,F,F,7.0,2.0,3.0,0.0,6.0,7.0,,1.0,3.0,5.0,3.0,3.0,7.0,7.0,2.0,2.0,7.0,0.0,1.0,5.0,1.0,7.0,6.0,2.0,0.0,3.0,1.0,3.0,2.0,0.0,6.0,3.0,3.0,3.0,5.0,7.0,7.0,2.0,5.0,0.0
2987154,0,5201032,6.81,C,14032.0,,150.0,mastercard,201.0,debit,233.0,87.0,95.08023,70.74145,anonymous.com,yahoo.com,15.0,32.0,15.0,3.0,18.0,26.0,9.0,7.0,27.0,17.0,33.0,20.0,36.0,31.0,184.0,230.0,503.0,84.0,244.0,415.0,186.0,78.0,218.0,108.0,56.0,571.0,113.0,195.0,445.0,T,F,F,F,T,T,T,T,F,1.0,4.0,5.0,5.0,5.0,6.0,,0.0,5.0,5.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,7.0,3.0,1.0,2.0,3.0,0.0,1.0,5.0,3.0,0.0,2.0,3.0,4.0,2.0,5.0,4.0,6.0,5.0,5.0,5.0,7.0
2987155,0,5202326,6.33,S,5664.0,,150.0,visa,127.0,credit,443.0,87.0,3.278822,54.023296,hotmail.com,yahoo.com,9.0,30.0,31.0,33.0,28.0,5.0,8.0,34.0,1.0,27.0,31.0,27.0,7.0,13.0,454.0,411.0,243.0,,489.0,42.0,471.0,325.0,261.0,406.0,30.0,217.0,480.0,87.0,470.0,F,T,T,F,F,T,F,F,T,7.0,5.0,0.0,7.0,4.0,1.0,,7.0,4.0,7.0,4.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,7.0,3.0,1.0,0.0,0.0,7.0,0.0,2.0,2.0,3.0,6.0,7.0,0.0,3.0,5.0,0.0,3.0,7.0,0.0,5.0
2987156,0,5253431,53.86,W,15306.0,,185.0,discover,149.0,credit,460.0,87.0,12.98924,38.623245,hotmail.com,yahoo.com,8.0,37.0,1.0,38.0,4.0,21.0,15.0,37.0,19.0,35.0,17.0,7.0,33.0,9.0,327.0,501.0,282.0,,560.0,84.0,198.0,173.0,15.0,283.0,124.0,24.0,276.0,531.0,500.0,F,T,T,T,T,T,T,F,F,7.0,4.0,4.0,5.0,6.0,1.0,5.0,6.0,3.0,2.0,3.0,5.0,7.0,6.0,0.0,2.0,2.0,7.0,0.0,2.0,6.0,1.0,0.0,6.0,2.0,7.0,0.0,7.0,2.0,1.0,6.0,7.0,5.0,4.0,5.0,0.0,1.0,7.0,3.0,6.0
2987157,0,5292968,42.82,S,11549.0,208.0,185.0,mastercard,100.0,credit,434.0,87.0,71.723625,101.778656,gmail.com,yahoo.com,17.0,2.0,33.0,24.0,5.0,34.0,22.0,9.0,25.0,9.0,36.0,29.0,23.0,15.0,200.0,106.0,,371.0,459.0,357.0,99.0,270.0,298.0,575.0,417.0,265.0,378.0,172.0,103.0,T,F,T,T,F,F,T,T,F,7.0,3.0,4.0,3.0,2.0,1.0,3.0,7.0,3.0,4.0,0.0,7.0,4.0,7.0,5.0,2.0,0.0,4.0,0.0,5.0,7.0,1.0,7.0,3.0,7.0,7.0,2.0,1.0,3.0,5.0,2.0,6.0,4.0,0.0,5.0,2.0,7.0,4.0,2.0,3.0
2987158,0,5324216,48.73,H,11943.0,172.0,150.0,visa,184.0,debit,337.0,87.0,25.731283,34.11817,anonymous.com,yahoo.com,36.0,16.0,0.0,39.0,8.0,18.0,4.0,0.0,26.0,11.0,36.0,37.0,27.0,13.0,186.0,523.0,,,23.0,553.0,54.0,265.0,34.0,4.0,464.0,579.0,337.0,355.0,518.0,F,F,F,T,F,F,F,F,T,5.0,4.0,1.0,2.0,4.0,7.0,0.0,1.0,0.0,1.0,4.0,4.0,5.0,0.0,4.0,7.0,3.0,2.0,3.0,7.0,6.0,7.0,3.0,2.0,2.0,0.0,7.0,6.0,4.0,5.0,2.0,3.0,3.0,0.0,2.0,7.0,0.0,0.0,7.0,1.0
2987159,0,5332616,52.94,S,17335.0,,150.0,discover,162.0,credit,239.0,87.0,42.98912,19.975573,hotmail.com,yahoo.com,25.0,20.0,12.0,2.0,7.0,0.0,28.0,10.0,22.0,26.0,37.0,33.0,27.0,29.0,70.0,435.0,389.0,,462.0,434.0,554.0,187.0,592.0,466.0,583.0,401.0,487.0,143.0,130.0,T,T,F,T,F,F,F,F,T,7.0,1.0,2.0,3.0,2.0,2.0,7.0,6.0,2.0,6.0,5.0,6.0,2.0,1.0,6.0,5.0,2.0,6.0,0.0,2.0,5.0,5.0,4.0,1.0,3.0,3.0,7.0,6.0,7.0,2.0,3.0,4.0,7.0,4.0,6.0,1.0,0.0,5.0,4.0,6.0
2987160,0,5340505,69.97,S,8514.0,,185.0,visa,221.0,credit,509.0,87.0,3.2915208,20.367102,gmail.com,gmail.com,13.0,27.0,23.0,25.0,24.0,9.0,18.0,23.0,21.0,30.0,19.0,21.0,34.0,14.0,199.0,51.0,,360.0,123.0,19.0,487.0,10.0,384.0,545.0,327.0,382.0,131.0,537.0,562.0,F,T,F,F,F,F,T,T,F,6.0,1.0,5.0,2.0,0.0,2.0,2.0,4.0,3.0,0.0,5.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,6.0,6.0,2.0,7.0,2.0,7.0,5.0,6.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0
2987161,0,5408537,154.84,W,6996.0,100.0,150.0,american express,146.0,credit,190.0,87.0,0.6351353,23.543453,yahoo.com,gmail.com,17.0,24.0,5.0,17.0,25.0,2.0,35.0,32.0,27.0,15.0,11.0,12.0,1.0,15.0,253.0,561.0,,365.0,533.0,100.0,26.0,44.0,141.0,291.0,272.0,540.0,102.0,472.0,23.0,T,F,F,F,T,T,F,T,T,5.0,4.0,4.0,2.0,7.0,7.0,1.0,2.0,2.0,5.0,7.0,2.0,3.0,0.0,7.0,5.0,5.0,1.0,3.0,2.0,4.0,5.0,3.0,6.0,5.0,2.0,2.0,0.0,4.0,6.0,6.0,4.0,0.0,4.0,7.0,7.0,0.0,1.0,4.0,1.0
2987162,0,5414813,16.08,S,18305.0,423.0,150.0,american express,128.0,debit,304.0,87.0,19.673313,,aol.com,yahoo.com,21.0,22.0,19.0,11.0,22.0,20.0,11.0,13.0,15.0,25.0,1.0,12.0,39.0,37.0,249.0,108.0,99.0,145.0,587.0,444.0,555.0,313.0,482.0,419.0,539.0,50.0,440.0,301.0,134.0,F,F,F,T,T,F,F,T,T,7.0,6.0,4.0,1.0,3.0,1.0,,5.0,2.0,1.0,5.0,4.0,1.0,5.0,5.0,6.0,2.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,6.0,2.0,6.0,1.0,1.0,0.0,5.0,1.0
2987163,0,5442098,15.04,R,10691.0,315.0,150.0,mastercard,123.0,debit,299.0,87.0,10.889904,,gmail.com,hotmail.com,9.0,12.0,39.0,12.0,11.0,14.0,2.0,10.0,22.0,0.0,33.0,29.0,1.0,23.0,329.0,360.0,,,50.0,439.0,492.0,134.0,11.0,264.0,88.0,330.0,260.0,207.0,365.0,F,T,F,T,F,F,F,T,T,2.0,4.0,7.0,4.0,0.0,3.0,,7.0,5.0,3.0,5.0,2.0,3.0,1.0,7.0,2.0,1.0,6.0,0.0,1.0,7.0,5.0,4.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,7.0,7.0,1.0,0.0,4.0,2.0,3.0,1.0,6.0,0.0
2987164,0,5463109,16.4,S,11694.0,283.0,150.0,discover,128.0,credit,428.0,87.0,32.690914,46.39782,hotmail.com,hotmail.com,20.0,4.0,32.0,21.0,23.0,5.0,12.0,9.0,12.0,11.0,34.0,18.0,39.0,37.0,163.0,77.0,,,59.0,234.0,215.0,196.0,329.0,357.0,378.0,192.0,489.0,393.0,326.0,T,F,T,F,T,F,F,T,T,6.0,0.0,3.0,1.0,6.0,2.0,6.0,3.0,6.0,0.0,1.0,1.0,7.0,3.0,5.0,0.0,3.0,1.0,5.0,2.0,3.0,5.0,1.0,3.0,1.0,0.0,2.0,5.0,5.0,0.0,6.0,0.0,0.0,5.0,1.0,6.0,2.0,3.0,1.0,4.0
2987165,0,5484581,75.02,S,6155.0,484.0,185.0,discover,163.0,debit,340.0,87.0,48.791435,203.27985,hotmail.com,yahoo.com,27.0,17.0,1.0,25.0,4.0,27.0,38.0,0.0,17.0,38.0,21.0,4.0,10.0,28.0,123.0,117.0,9.0,523.0,418.0,569.0,393.0,54.0,66.0,544.0,490.0,405.0,77.0,297.0,413.0,T,T,F,T,T,T,F,F,T,7.0,7.0,6.0,1.0,7.0,2.0,,0.0,7.0,5.0,3.0,4.0,5.0,6.0,2.0,4.0,7.0,0.0,5.0,7.0,6.0,6.0,6.0,7.0,1.0,4.0,3.0,4.0,6.0,0.0,2.0,6.0,3.0,1.0,7.0,0.0,3.0,2.0,7.0,1.0
2987166,0,5496753,214.74,R,4748.0,,150.0,discover,112.0,credit,451.0,87.0,74.53422,23.372107,gmail.com,hotmail.com,9.0,10.0,23.0,6.0,18.0,7.0,12.0,0.0,4.0,23.0,2.0,27.0,33.0,35.0,532.0,385.0,23.0,590.0,85.0,533.0,154.0,29.0,32.0,318.0,301.0,511.0,163.0,564.0,242.0,F,T,T,F,F,F,T,F,T,5.0,2.0,7.0,2.0,5.0,4.0,5.0,6.0,7.0,3.0,3.0,5.0,6.0,4.0,5.0,0.0,5.0,5.0,6.0,3.0,1.0,2.0,3.0,1.0,0.0,3.0,5.0,3.0,4.0,6.0,0.0,4.0,4.0,6.0,4.0,1.0,3.0,3.0,6.0,7.0
2987167,0,5534907,33.97,C,3954.0,,150.0,visa,156.0,debit,504.0,87.0,76.94941,48.99458,gmail.com,hotmail.com,23.0,22.0,23.0,24.0,6.0,13.0,28.0,17.0,14.0,34.0,32.0,5.0,3.0,7.0,243.0,407.0,,209.0,581.0,445.0,149.0,76.0,146.0,346.0,156.0,46.0,576.0,404.0,2.0,F,T,F,F,F,F,F,F,F,0.0,5.0,4.0,6.0,2.0,5.0,5.0,1.0,5.0,5.0,7.0,7.0,3.0,5.0,4.0,1.0,3.0,4.0,4.0,0.0,5.0,0.0,1.0,5.0,3.0,5.0,1.0,3.0,1.0,7.0,6.0,0.0,2.0,0.0,6.0,5.0,3.0,4.0,1.0,7.0
2987168,0,5538282,3.48,W,4889.0,454.0,185.0,mastercard,219.0,debit,271.0,87.0,36.108902,201.9027,aol.com,yahoo.com,28.0,31.0,2.0,37.0,3.0,39.0,33.0,24.0,5.0,8.0,11.0,39.0,18.0,37.0,152.0,412.0,232.0,,324.0,448.0,428.0,226.0,176.0,592.0,372.0,94.0,506.0,16.0,370.0,T,F,T,T,F,T,F,T,T,1.0,7.0,1.0,4.0,6.0,2.0,,1.0,3.0,2.0,3.0,1.0,6.0,0.0,1.0,6.0,6.0,5.0,2.0,6.0,3.0,3.0,0.0,7.0,5.0,5.0,0.0,7.0,7.0,4.0,3.0,7.0,6.0,7.0,0.0,0.0,0.0,4.0,4.0,1.0
2987169,0,5543126,8.38,W,4396.0,,150.0,visa,207.0,credit,484.0,87.0,2.7516167,140.8573,hotmail.com,gmail.com,20.0,22.0,26.0,0.0,6.0,2.0,11.0,0.0,9.0,11.0,21.0,16.0,21.0,37.0,381.0,205.0,13.0,,344.0,470.0,121.0,98.0,435.0,297.0,597.0,572.0,37.0,493.0,306.0,F,T,F,T,F,F,T,F,F,1.0,7.0,3.0,3.0,5.0,0.0,7.0,4.0,5.0,0.0,5.0,2.0,3.0,7.0,0.0,4.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,6.0,5.0,4.0,4.0,7.0,3.0,7.0,1.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,6.0
